,Player,Tm,Pos,Age,MP,Team Performance,Team Performance (20),Season,Composite,ORtg,DRtg
818,Jamal Crawford,MIN,SG,37,1653,Average,Average,2017-2018,0.1527574426549537,104.0,116.0
819,Tyus Jones,MIN,PG,21,1467,Average,Average,2017-2018,0.17032698877501223,119.0,110.0
820,Tyus Jones,MIN,PG,22,1560,Average,Average,2018-2019,0.1903061224489796,116.0,114.0
821,Derrick Rose,MIN,PG,30,1392,Average,Average,2018-2019,0.2627551020408163,114.0,117.0
822,Josh Okogie,MIN,SG,21,1547,bottom,bottom,2019-2020,0.14947016174010047,108.0,113.0
823,Jarrett Culver,MIN,SG,20,1506,bottom,bottom,2019-2020,0.11712214166201901,94.0,113.0
824,Jaden McDaniels,MIN,PF,20,1511,Average,bottom,2020-2021,0.10640550555849657,108.0,116.0
825,Naz Reid,MIN,C,21,1347,Average,bottom,2020-2021,0.23504499735309697,115.0,113.0
826,Malik Beasley,MIN,SG,25,1976,Average,Average,2021-2022,0.16198595787362086,111.0,116.0
827,Jaden McDaniels,MIN,PF,21,1803,Average,Average,2021-2022,0.11835506519558676,108.0,113.0
828,Naz Reid,MIN,C,23,1251,Average,Average,2022-2023,0.24491819533961326,112.0,110.0
829,Jaylen Nowell,MIN,SG,23,1252,Average,Average,2022-2023,0.18740704015865142,106.0,116.0
830,Jamie Feick,NJN,C,25,2241,Average,Average,1999-2000,0.19286161552911707,111.0,104.0
831,Johnny Newman,NJN,SF,36,1763,Average,Average,1999-2000,0.14902943018159046,109.0,110.0
832,Aaron Williams,NJN,PF,29,2336,Average,bottom,2000-2001,0.21022727272727273,106.0,103.0
833,Johnny Newman,NJN,SG,37,2049,Average,bottom,2000-2001,0.16477272727272724,106.0,109.0
834,Richard Jefferson,NJN,SF,21,1917,Average,top,2001-2002,0.15699658703071673,104.0,101.0
835,Lucious Harris,NJN,SG,31,1553,Average,top,2001-2002,0.21274175199089876,113.0,102.0
836,Lucious Harris,NJN,SG,32,1973,Average,Average,2002-2003,0.1796372147454652,105.0,102.0
837,Aaron Williams,NJN,C,31,1597,Average,Average,2002-2003,0.1322410766530134,103.0,100.0
838,Lucious Harris,NJN,PG,33,1504,Average,Average,2003-2004,0.15380082498526815,100.0,102.0
839,Rodney Rogers,NJN,PF,32,1409,Average,Average,2003-2004,0.18149675898644663,97.0,96.0
840,Richard Jefferson,NJN,SF,24,1355,Average,Average,2004-2005,0.27152317880794724,100.0,104.0
841,Travis Best,NJN,PG,32,1461,Average,Average,2004-2005,0.16158940397350996,102.0,105.0
842,Clifford Robinson,NJN,PF,39,1863,Average,Average,2005-2006,0.12371756185878098,99.0,103.0
843,Jacque Vaughn,NJN,SG,30,1234,Average,Average,2005-2006,0.0875075437537719,98.0,105.0
844,Boštjan Nachbar,NJN,SF,26,1532,Average,Average,2006-2007,0.19751626256652882,113.0,106.0
845,Marcus Williams,NJN,PG,21,1315,Average,Average,2006-2007,0.1921939680662331,92.0,109.0
846,Boštjan Nachbar,NJN,PF,27,1660,Average,Average,2007-2008,0.16717325227963517,104.0,110.0
847,Sean Williams,NJN,C,21,1278,Average,Average,2007-2008,0.16109422492401218,105.0,105.0
848,Keyon Dooling,NJN,PG,28,2074,Average,Average,2008-2009,0.19187757504414366,112.0,113.0
849,Jarvis Hayes,NJN,SF,27,1832,Average,Average,2008-2009,0.15891701000588582,105.0,112.0
850,Terrence Williams,NJN,SF,22,1764,bottom,bottom,2009-2010,0.2243547319655857,92.0,110.0
851,Chris Douglas-Roberts,NJN,SF,23,1730,bottom,bottom,2009-2010,0.18001323626737256,98.0,112.0
852,Jordan Farmar,NJN,PG,24,1796,Average,bottom,2010-2011,0.2311139564660691,102.0,111.0
853,Stephen Graham,NJN,SG,28,959,Average,bottom,2010-2011,0.06914212548015368,89.0,112.0
854,Anthony Morrow,NJN,SG,26,1636,Average,bottom,2011-2012,0.17416086130462322,105.0,113.0
855,Shelden Williams,NJN,C,28,1276,Average,bottom,2011-2012,0.1602279924002533,107.0,106.0
856,George Lynch,NOH,SG,32,1497,Average,Average,2002-2003,0.16856628674265142,106.0,100.0
857,Courtney Alexander,NOH,PG,25,1360,Average,Average,2002-2003,0.09538092381523693,96.0,106.0
858,Darrell Armstrong,NOH,PG,35,2247,Average,Average,2003-2004,0.2179406190777006,105.0,102.0
859,Stacey Augmon,NOH,SF,35,1416,Average,Average,2003-2004,0.12886923562855343,97.0,104.0
860,Chris Andersen,NOH,C,26,1430,bottom,bottom,2004-2005,0.3024911032028469,116.0,104.0
861,George Lynch,NOH,SF,34,933,bottom,bottom,2004-2005,0.14163701067615656,86.0,107.0
862,Jannero Pargo,NOH,SG,28,1497,top,top,2007-2008,0.13777325876970006,98.0,108.0
863,Rasual Butler,NOH,SF,28,875,top,top,2007-2008,0.09710218607015764,103.0,108.0
864,James Posey,NOH,SG,32,2140,Average,Average,2008-2009,0.15093304061470914,109.0,107.0
865,Hilton Armstrong,NOH,C,24,1092,Average,Average,2008-2009,0.09110867178924258,102.0,107.0
866,Darren Collison,NOH,PG,22,2109,Average,Average,2009-2010,0.23927392739273926,105.0,112.0
867,Marcus Thornton,NOH,SG,22,1872,Average,Average,2009-2010,0.2106710671067106,111.0,112.0
868,Willie Green,NOH,SG,29,1674,Average,Average,2010-2011,0.13458262350936961,100.0,108.0
869,Jason Smith,NOH,C,24,1102,Average,Average,2010-2011,0.12492901760363426,100.0,105.0
870,Greivis Vásquez,NOH,PG,25,1706,bottom,bottom,2011-2012,0.22808093194359289,101.0,107.0
871,Jarrett Jack,NOH,PG,28,1530,bottom,bottom,2011-2012,0.2814224402207234,109.0,108.0
872,Ryan Anderson,NOH,PF,24,2503,Average,bottom,2012-2013,0.23812316715542522,114.0,112.0
873,Brian Roberts,NOH,PG,27,1324,Average,bottom,2012-2013,0.2005865102639297,109.0,113.0
874,Speedy Claxton,NOK,PG,27,2019,Average,Average,2005-2006,0.2252079334612924,101.0,107.0
875,Rasual Butler,NOK,SF,26,1875,Average,Average,2005-2006,0.13563659628918748,100.0,109.0
876,Rasual Butler,NOK,SF,27,2223,Average,Average,2006-2007,0.13600000000000007,102.0,108.0
877,Jannero Pargo,NOK,PG,27,1710,Average,Average,2006-2007,0.193846153846154,100.0,108.0
878,Tyreke Evans,NOP,SF,24,2028,Average,Average,2013-2014,0.2618368511123787,103.0,110.0
879,Anthony Morrow,NOP,SG,28,1426,Average,Average,2013-2014,0.172846548773531,112.0,113.0
880,Ryan Anderson,NOP,PF,26,1675,Average,Average,2014-2015,0.17787188988883015,109.0,110.0
881,Dante Cunningham,NOP,PF,27,1652,Average,Average,2014-2015,0.11328745367919535,102.0,108.0
882,Ryan Anderson,NOP,PF,27,2008,Average,bottom,2015-2016,0.22941510505394663,108.0,112.0
883,Jrue Holiday,NOP,PG,25,1831,Average,bottom,2015-2016,0.27314026121521856,105.0,109.0
884,E'Twaun Moore,NOP,SG,27,1820,Average,Average,2016-2017,0.14775160599571738,107.0,111.0
885,Dante Cunningham,NOP,PF,29,1649,Average,Average,2016-2017,0.14400428265524626,114.0,109.0
886,Darius Miller,NOP,SF,27,1944,Average,Average,2017-2018,0.10470189045079972,115.0,113.0
887,Ian Clark,NOP,SG,26,1455,Average,Average,2017-2018,0.11439650993698496,102.0,112.0
888,Darius Miller,NOP,SF,28,1757,Average,Average,2018-2019,0.09249129786176033,110.0,116.0
889,E'Twaun Moore,NOP,SG,29,1463,Average,Average,2018-2019,0.13326703132769774,110.0,117.0
890,Josh Hart,NOP,SF,24,1755,Average,Average,2019-2020,0.18087318087318086,110.0,111.0
891,JJ Redick,NOP,SG,35,1581,Average,Average,2019-2020,0.20374220374220373,122.0,116.0
892,Josh Hart,NOP,SF,25,1349,Average,Average,2020-2021,0.19350215002388912,117.0,113.0
893,Jaxson Hayes,NOP,C,20,964,Average,Average,2020-2021,0.22121356903965597,132.0,112.0
894,Jaxson Hayes,NOP,C,21,1398,Average,Average,2021-2022,0.21599999999999991,132.0,113.0
895,Garrett Temple,NOP,SG,35,1098,Average,Average,2021-2022,0.11049999999999995,101.0,113.0
896,Naji Marshall,NOP,SF,25,1792,Average,Average,2022-2023,0.16578057032382776,109.0,114.0
897,Larry Nance Jr.,NOP,C,30,1381,Average,Average,2022-2023,0.20879652005799892,134.0,110.0
898,Kurt Thomas,NYK,PF,27,1971,Average,Average,1999-2000,0.19404915912031045,105.0,99.0
899,Marcus Camby,NYK,C,25,1548,Average,Average,1999-2000,0.23868046571798193,109.0,96.0
900,Glen Rice,NYK,SF,33,2212,Average,Average,2000-2001,0.18943298969072167,105.0,101.0
901,Kurt Thomas,NYK,PF,28,2125,Average,Average,2000-2001,0.22100515463917525,111.0,96.0
902,Othella Harrington,NYK,PF,28,1563,Average,Average,2001-2002,0.15775917578879595,105.0,106.0
903,Shandon Anderson,NYK,SG,28,1596,Average,Average,2001-2002,0.11719253058596266,90.0,106.0
904,Clarence Weatherspoon,NYK,PF,32,2024,Average,Average,2002-2003,0.21472772277227725,114.0,103.0
905,Shandon Anderson,NYK,SF,29,1731,Average,Average,2002-2003,0.16955445544554462,101.0,105.0
906,Shandon Anderson,NYK,SG,30,1974,Average,Average,2003-2004,0.12413358538122242,96.0,105.0
907,Othella Harrington,NYK,PF,30,872,Average,Average,2003-2004,0.10396975425330818,97.0,105.0
908,Mike Sweetney,NYK,C,22,1509,Average,Average,2004-2005,0.2034847542003733,112.0,108.0
909,Trevor Ariza,NYK,SF,19,1382,Average,Average,2004-2005,0.16116988176726818,103.0,107.0
910,Jamal Crawford,NYK,SG,25,2555,bottom,bottom,2005-2006,0.2559999999999999,109.0,112.0
911,Channing Frye,NYK,C,22,1572,bottom,bottom,2005-2006,0.26618181818181813,110.0,110.0
912,Jamal Crawford,NYK,SG,26,2198,Average,Average,2006-2007,0.21428571428571436,105.0,112.0
913,David Lee,NYK,PF,23,1731,Average,Average,2006-2007,0.3414154652686764,127.0,105.0
914,David Lee,NYK,PF,24,2356,Average,bottom,2007-2008,0.2952755905511811,123.0,110.0
915,Nate Robinson,NYK,PG,23,1883,Average,bottom,2007-2008,0.21784776902887126,109.0,113.0
916,Nate Robinson,NYK,PG,24,2209,Average,Average,2008-2009,0.2450753186558519,113.0,111.0
917,Jared Jeffries,NYK,SF,27,1310,Average,Average,2008-2009,0.08806488991888767,102.0,111.0
918,Al Harrington,NYK,PF,29,2195,Average,Average,2009-2010,0.21517553793884486,106.0,111.0
919,Toney Douglas,NYK,PG,23,1087,Average,Average,2009-2010,0.17440543601359007,113.0,113.0
920,Toney Douglas,NYK,SG,24,1971,Average,Average,2010-2011,0.18783930510314875,111.0,111.0
921,Shawne Williams,NYK,PF,24,1323,Average,Average,2010-2011,0.13897937024972856,111.0,109.0
922,Iman Shumpert,NYK,PG,21,1705,Average,Average,2011-2012,0.13782635094110504,96.0,101.0
923,Jeremy Lin,NYK,PG,23,940,Average,Average,2011-2012,0.2884031572556162,104.0,101.0
924,J.R. Smith,NYK,SG,27,2678,Average,Average,2012-2013,0.2224657534246576,107.0,106.0
925,Steve Novak,NYK,SF,29,1641,Average,Average,2012-2013,0.1353424657534247,125.0,110.0
926,J.R. Smith,NYK,SF,28,2421,Average,Average,2013-2014,0.18583042973286873,106.0,111.0
927,Tim Hardaway Jr.,NYK,SG,21,1875,Average,Average,2013-2014,0.14576074332171896,112.0,114.0
928,Shane Larkin,NYK,PG,22,1865,bottom,bottom,2014-2015,0.17148488830486197,102.0,110.0
929,Jason Smith,NYK,C,28,1785,bottom,bottom,2014-2015,0.17477003942181324,99.0,111.0
930,Langston Galloway,NYK,PG,24,2033,Average,Average,2015-2016,0.16189931350114412,105.0,108.0
931,Derrick Williams,NYK,SF,24,1435,Average,Average,2015-2016,0.2540045766590388,110.0,108.0
932,Justin Holiday,NYK,SG,27,1639,Average,bottom,2016-2017,0.17855168601437263,108.0,111.0
933,Willy Hernangómez,NYK,C,22,1324,Average,bottom,2016-2017,0.27197346600331684,111.0,107.0
934,Michael Beasley,NYK,PF,29,1653,Average,Average,2017-2018,0.26252723311546833,103.0,110.0
935,Frank Ntilikina,NYK,PG,19,1706,Average,Average,2017-2018,0.09477124183006527,89.0,112.0
936,Damyean Dotson,NYK,SG,24,2004,bottom,bottom,2018-2019,0.16918429003021154,105.0,116.0
937,Allonzo Trier,NYK,SG,23,1459,bottom,bottom,2018-2019,0.18670694864048343,104.0,116.0
938,Mitchell Robinson,NYK,C,21,1412,Average,bottom,2019-2020,0.27399650959860383,144.0,107.0
939,Bobby Portis,NYK,PF,24,1393,Average,bottom,2019-2020,0.2326934264107039,107.0,113.0
940,Alec Burks,NYK,SG,29,1255,Average,Average,2020-2021,0.2163561076604555,114.0,109.0
941,Immanuel Quickley,NYK,PG,21,1243,Average,Average,2020-2021,0.19824016563146987,113.0,111.0
942,Immanuel Quickley,NYK,PG,22,1802,Average,Average,2021-2022,0.2136339237788513,114.0,112.0
943,Obi Toppin,NYK,PF,23,1230,Average,Average,2021-2022,0.25818572195383777,120.0,111.0
944,Immanuel Quickley,NYK,SG,23,2344,Average,Average,2022-2023,0.2176241480038948,122.0,115.0
945,Isaiah Hartenstein,NYK,C,24,1626,Average,Average,2022-2023,0.1679649464459592,124.0,111.0
946,Nick Collison,OKC,C,28,1831,bottom,bottom,2008-2009,0.20321185917232854,119.0,108.0
947,Earl Watson,OKC,PG,29,1776,bottom,bottom,2008-2009,0.16121062384187765,93.0,112.0
948,James Harden,OKC,SG,20,1738,Average,Average,2009-2010,0.16666666666666666,109.0,104.0
949,Nick Collison,OKC,C,29,1557,Average,Average,2009-2010,0.14459161147902874,120.0,105.0
950,James Harden,OKC,SG,21,2189,Average,Average,2010-2011,0.1906283280085197,119.0,108.0
951,Nick Collison,OKC,C,30,1524,Average,Average,2010-2011,0.117678381256656,120.0,108.0
952,James Harden,OKC,SG,22,1946,top,top,2011-2012,0.26045016077170424,125.0,105.0
953,Nick Collison,OKC,PF,31,1307,top,top,2011-2012,0.13290460878885316,121.0,105.0
954,Kevin Martin,OKC,SG,29,2136,top,top,2012-2013,0.1712195121951219,117.0,107.0
955,Nick Collison,OKC,C,32,1583,top,top,2012-2013,0.14829268292682923,123.0,104.0
956,Reggie Jackson,OKC,PG,23,2277,top,top,2013-2014,0.21208963001563313,105.0,106.0
957,Jeremy Lamb,OKC,SG,21,1538,top,top,2013-2014,0.15737363210005212,106.0,105.0
958,Anthony Morrow,OKC,SG,29,1806,Average,Average,2014-2015,0.1795454545454545,124.0,108.0
959,Kevin Durant,OKC,SF,26,913,Average,Average,2014-2015,0.39602272727272736,121.0,105.0
960,Dion Waiters,OKC,SG,24,2152,Average,top,2015-2016,0.10461080813088741,99.0,108.0
961,Enes Freedom,OKC,C,23,1721,Average,top,2015-2016,0.29152206246901335,123.0,105.0
962,Enes Freedom,OKC,C,24,1533,Average,Average,2016-2017,0.30967020681945223,116.0,107.0
963,Álex Abrines,OKC,SG,23,1055,Average,Average,2016-2017,0.10620458356623808,113.0,110.0
964,Jerami Grant,OKC,PF,23,1647,Average,Average,2017-2018,0.19147788565264293,122.0,108.0
965,Raymond Felton,OKC,PG,33,1365,Average,Average,2017-2018,0.1817691477885653,105.0,109.0
966,Dennis Schröder,OKC,PG,25,2314,Average,Average,2018-2019,0.18054809242342826,103.0,110.0
967,Nerlens Noel,OKC,C,24,1055,Average,Average,2018-2019,0.21278882321332618,122.0,99.0
968,Dennis Schröder,OKC,PG,26,1999,Average,Average,2019-2020,0.2269938650306748,108.0,112.0
969,Nerlens Noel,OKC,C,25,1127,Average,Average,2019-2020,0.2290388548057259,127.0,102.0
970,Kenrich Williams,OKC,PF,26,1426,bottom,bottom,2020-2021,0.20637681159420285,116.0,114.0
971,Isaiah Roby,OKC,PF,22,1425,bottom,bottom,2020-2021,0.18550724637681157,102.0,112.0
